time,term,selected_cui,searched_cui
2017-10-16T16:46:48.000Z,"Gastro-esophageal reflux disease with esophagitis",C0677659,NULL
2017-10-16T16:46:51.000Z,"Peptic Esophagitis",C0014869,NULL
2017-10-17T18:01:04.000Z,ulcerative,NULL,NULL
2017-10-17T18:01:05.000Z,"ulcerative colitis",NULL,NULL
2017-10-17T18:01:07.000Z,"Ulcerative colitis",C0009324,NULL
2017-10-17T18:01:32.000Z,"Ulcerative colitis",NULL,C0009324
2017-10-18T13:40:52.000Z,glomerulonephrytis,NULL,NULL
2017-10-18T13:40:55.000Z,glomerulonep,NULL,NULL
2017-10-18T13:41:00.000Z,"Iga glomerulonephritis",C0017661,NULL
2017-10-18T13:41:05.000Z,"Primary immunoglobulin A nephropathy (disorder)",C3161650,NULL
2017-10-18T13:41:49.000Z,"Primary immunoglobulin A nephropathy (disorder)",NULL,C3161650
2017-10-18T13:49:48.000Z,"Primary immunoglobulin A nephropathy (disorder)",C3161650,NULL
2017-10-18T13:50:51.000Z,"Berger's IgA or IgG nephropathy",C2936852,NULL
2017-10-18T13:51:37.000Z,"Berger's IgA or IgG nephropathy",NULL,C2936852
2017-10-18T13:59:07.000Z,"Berger's IgA or IgG nephropathy",C2936852,NULL
2017-10-18T13:59:11.000Z,"Berger's IgA or IgG nephropathy",C2936852,NULL
2017-10-18T13:59:13.000Z,"Primary immunoglobulin A nephropathy (disorder)",C3161650,NULL
2017-10-18T13:59:14.000Z,"Iga glomerulonephritis",C0017661,NULL
2017-10-18T13:59:16.000Z,"Iga glomerulonephritis",NULL,NULL
2017-10-18T13:59:24.000Z,glomerulonephritis,NULL,NULL
2017-10-18T15:16:13.000Z,diabities,NULL,NULL
2017-10-18T15:16:17.000Z,`,NULL,NULL
2017-10-18T15:16:21.000Z,diab,NULL,NULL
2017-10-18T15:16:25.000Z,da,NULL,NULL
2017-10-18T15:16:26.000Z,dia,NULL,NULL
2017-10-18T15:16:29.000Z,diab,NULL,NULL
2017-10-18T15:16:30.000Z,Diabetes,C0011847,NULL
2017-10-18T15:16:32.000Z,"Diabetes Insipidus",C0011848,NULL
2017-10-18T15:16:35.000Z,"Acquired Nephrogenic Diabetes Insipidus",C0268443,NULL
2017-10-18T15:16:36.000Z,"Drug-induced nephrogenic diabetes insipidus",C1263738,NULL
2017-10-18T15:17:08.000Z,"Drug-induced nephrogenic diabetes insipidus",NULL,C1263738
2017-10-18T15:17:36.000Z,heart,NULL,NULL
2017-10-18T15:17:41.000Z,"Heart diseases",C0018799,NULL
2017-10-18T15:17:44.000Z,"Abnormal ostium of coronary artery",C4075502,NULL
2017-10-18T15:18:06.000Z,"Abnormal ostium of coronary artery",NULL,C4075502
2017-10-19T12:19:21.000Z,thr,NULL,NULL
2017-10-19T12:19:22.000Z,thro,NULL,NULL
2017-10-19T12:19:23.000Z,Thrombosis,C0040053,NULL
2017-10-19T12:19:41.000Z,Thrombosis,NULL,NULL
2017-10-19T13:17:02.000Z,li+fraumeni,NULL,NULL
2017-10-19T13:17:03.000Z,NULL,NULL,NULL
2017-10-19T13:17:15.000Z,li+,NULL,NULL
2017-10-19T13:17:59.000Z,NULL,NULL,NULL
2017-10-20T12:42:53.000Z,hiv,NULL,NULL
2017-10-20T12:43:00.000Z,Hiv,C0019682,NULL
2017-10-20T12:43:05.000Z,Hiv,NULL,C0019682
2017-10-20T12:43:53.000Z,hiv,NULL,NULL
2017-10-20T12:43:54.000Z,Hiv,C0019682,NULL
2017-10-20T12:44:29.000Z,Hiv,NULL,C0019682
2017-10-20T13:37:52.000Z,ALS,NULL,NULL
2017-10-20T13:37:54.000Z,"Amyotrophic lateral sclerosis",C0002736,NULL
2017-10-13T08:21:59.000Z,Brea,NULL,NULL
2017-10-13T08:22:00.000Z,Breast+,NULL,NULL
2017-10-13T08:22:04.000Z,Breast+cancer,NULL,NULL
2017-10-13T08:22:25.000Z,Triple-negative+breast+cancer+,NULL,NULL
2017-10-13T08:22:28.000Z,NULL,NULL,NULL
2017-10-13T20:00:33.000Z,ai,NULL,NULL
2017-10-13T20:00:33.000Z,aids,NULL,NULL
2017-10-13T20:00:48.000Z,"Acquired immunodeficiency syndrome",C0001175,NULL
2017-10-13T21:41:14.000Z,colo,NULL,NULL
2017-10-13T21:42:22.000Z,"Colorectal cancer",C1527249,NULL
2017-10-13T21:42:32.000Z,"COLORECTAL CANCER, SOMATIC",C1833970,NULL
2017-10-13T21:42:48.000Z,colo,NULL,NULL
2017-10-13T21:43:06.000Z,"colon ca",NULL,NULL
2017-10-13T21:43:09.000Z,"colon canser",NULL,NULL
2017-10-13T21:43:11.000Z,"colon can",NULL,NULL
2017-10-13T21:43:13.000Z,"colon cancr",NULL,NULL
2017-10-13T21:43:15.000Z,"colon cancer",NULL,NULL
2017-10-13T21:43:26.000Z,"Colon cancer, nos - dukes classification unspecified",C0742583,NULL
2017-10-13T21:44:42.000Z,"Colon cancer, nos - dukes classification unspecified",NULL,C0742583
2017-10-17T14:36:03.000Z,poly,NULL,NULL
2017-10-17T14:36:04.000Z,polycist,NULL,NULL
2017-10-17T14:36:08.000Z,pol,NULL,NULL
2017-10-17T14:36:09.000Z,policys,NULL,NULL
2017-10-17T14:36:13.000Z,policy,NULL,NULL
2017-10-17T14:36:15.000Z,poli,NULL,NULL
2017-10-17T14:36:28.000Z,pk,NULL,NULL
2017-10-17T14:36:31.000Z,p,NULL,NULL
2017-10-17T14:36:33.000Z,"Polycystic kidney diseases",C0022680,NULL
2017-10-17T14:36:45.000Z,"Polycystic Kidney, Autosomal Dominant",C0085413,NULL
2017-10-17T14:37:26.000Z,"Polycystic Kidney, Autosomal Dominant",NULL,C0085413
2017-10-18T18:53:40.000Z,"stomach cancer",NULL,NULL
2017-10-18T18:53:47.000Z,"Stomach carcinoma",C0699791,NULL
2017-10-13T22:55:00.000Z,Anti,NULL,NULL
2017-10-13T22:55:05.000Z,"Anti a",NULL,NULL
2017-10-13T22:55:07.000Z,"Anti ag",NULL,NULL
2017-10-13T22:55:10.000Z,Anti,NULL,NULL
2017-10-13T22:55:33.000Z,Anti-,NULL,NULL
2017-10-13T22:55:35.000Z,Anti-a,NULL,NULL
2017-10-13T22:55:36.000Z,Anti-ag,NULL,NULL
2017-10-13T22:55:42.000Z,Alop,NULL,NULL
2017-10-13T22:55:43.000Z,Alopecia,C0002170,NULL
2017-10-13T22:55:44.000Z,A,NULL,NULL
2017-10-13T22:55:54.000Z,"Alopecia neurotica",C0406455,NULL
2017-10-14T04:39:12.000Z,"Sore finget",NULL,NULL
2017-10-14T04:39:13.000Z,"Sore finger",NULL,NULL
2017-10-14T04:39:19.000Z,Sore,NULL,NULL
2017-10-14T04:39:24.000Z,fl,NULL,NULL
2017-10-14T04:39:26.000Z,fl,NULL,NULL
2017-10-14T04:39:26.000Z,flu,NULL,NULL
2017-10-14T04:39:34.000Z,Influenza,C0021400,NULL
2017-10-14T07:18:53.000Z,hun,NULL,NULL
2017-10-14T07:18:54.000Z,huntin,NULL,NULL
2017-10-14T07:18:55.000Z,huntington,NULL,NULL
2017-10-14T07:19:11.000Z,"Huntington disease",C0020179,NULL
2017-10-14T07:20:22.000Z,"Huntington disease",NULL,C0020179
2017-10-14T07:30:54.000Z,huntington,NULL,NULL
2017-10-14T07:30:55.000Z,"Huntington disease",C0020179,NULL
2017-10-14T07:31:20.000Z,"Huntington disease",NULL,C0020179
2017-10-14T07:31:48.000Z,"Huntington disease",NULL,C0020179
2017-10-18T08:50:47.000Z,depression,NULL,NULL
2017-10-18T08:50:48.000Z,"Depressive disorder",C0011581,NULL
2017-10-18T08:51:11.000Z,"Depressive disorder",NULL,C0011581
2017-10-19T12:24:49.000Z,depre,NULL,NULL
2017-10-19T12:24:50.000Z,"Depressive disorder",C0011581,NULL
2017-10-19T12:24:55.000Z,"Depressive disorder",NULL,C0011581
2017-10-14T07:27:42.000Z,Urt,NULL,NULL
2017-10-14T07:27:43.000Z,Urtic,NULL,NULL
2017-10-14T07:27:44.000Z,"Acute urticaria",C0234935,NULL
2017-10-14T07:27:49.000Z,"Acute urticaria",NULL,NULL
2017-10-14T07:28:07.000Z,Urt,NULL,NULL
2017-10-14T07:28:10.000Z,Urticaria,C0042109,NULL
2017-10-14T07:28:54.000Z,"Cold reflex urticaria",C0406404,NULL
2017-10-14T07:30:06.000Z,"Cold reflex urticaria",NULL,C0406404
2017-10-16T10:58:24.000Z,Osteoarthritis,NULL,NULL
2017-10-16T10:58:28.000Z,"Osteoarthritis, knee",C0409959,NULL
2017-10-16T10:58:37.000Z,"osteoarthritis of left knee",C3862659,NULL
2017-10-16T11:41:17.000Z,Myeloma,NULL,NULL
2017-10-16T11:41:19.000Z,"Multiple myeloma",C0026764,NULL
2017-10-16T11:41:32.000Z,"multiple myeloma in relapse",C2349261,NULL
2017-10-17T08:12:37.000Z,Breast,NULL,NULL
2017-10-17T08:12:38.000Z,Breast,NULL,NULL
2017-10-17T08:12:40.000Z,"Breast cancer",NULL,NULL
2017-10-17T08:13:14.000Z,"Malignant neoplasm of breast stage iv",C2216701,NULL
2017-10-17T08:23:36.000Z,Aesoph,NULL,NULL
2017-10-17T08:23:42.000Z,Aesophag,NULL,NULL
2017-10-17T08:23:44.000Z,Aesophagus,NULL,NULL
2017-10-17T08:23:51.000Z,Eso,NULL,NULL
2017-10-17T08:23:53.000Z,Esoph,NULL,NULL
2017-10-17T08:23:59.000Z,Esophagu,NULL,NULL
2017-10-17T08:24:00.000Z,Esophagus,NULL,NULL
2017-10-17T08:24:17.000Z,"Carcinoma in situ of esophagus",C0154059,NULL
2017-10-17T23:34:16.000Z,"Cystic fibro",NULL,NULL
2017-10-17T23:34:17.000Z,"Cystic fibrosis",NULL,NULL
2017-10-17T23:34:19.000Z,"Cystic fibrosis",C0010674,NULL
2017-10-17T23:34:54.000Z,"cystic fibrosis with exacerbation",C2163825,NULL
2017-10-17T23:36:10.000Z,"cystic fibrosis with exacerbation",NULL,C2163825
2017-10-17T23:36:42.000Z,"cystic fibrosis with exacerbation",NULL,C2163825
2017-10-17T23:38:11.000Z,"cystic fibrosis with exacerbation",NULL,C2163825
2017-10-19T09:05:30.000Z,"Carcinoma of lung",NULL,C0684249
2017-10-19T20:04:15.000Z,Li,NULL,NULL
2017-10-19T20:04:24.000Z,Li-,NULL,NULL
2017-10-19T20:04:26.000Z,"Li-fraumeni syndrome",C0085390,NULL
2017-10-19T20:04:52.000Z,"Li-fraumeni syndrome",NULL,C0085390
2017-10-19T20:05:09.000Z,"Li-fraumeni syndrome",NULL,C0085390
2017-10-19T20:47:45.000Z,Eating,NULL,NULL
2017-10-19T20:47:47.000Z,"Eating disorder",NULL,NULL
2017-10-19T20:47:49.000Z,"Eating disorders",C0013473,NULL
2017-10-19T20:47:58.000Z,Bulimia,C0006370,NULL
2017-10-19T20:48:56.000Z,Bulimia,NULL,C0006370
2017-10-20T02:56:39.000Z,"Carcinoma of lung",NULL,C0684249
2017-10-20T03:23:57.000Z,"Li-fraumeni syndrome",NULL,C0085390
2017-10-20T11:07:32.000Z,Mult,NULL,NULL
2017-10-20T11:07:32.000Z,Multiple,NULL,NULL
2017-10-20T11:07:32.000Z,Mu,NULL,NULL
2017-10-20T11:07:33.000Z,Ö,NULL,NULL
2017-10-20T11:07:37.000Z,"Multiple myeloma",C0026764,NULL
2017-10-20T11:07:52.000Z,"multiple myeloma not having achieved remission",C2854076,NULL
2017-10-20T11:08:31.000Z,Sickle,NULL,NULL
2017-10-20T11:08:33.000Z,"Anemia, sickle cell",C0002895,NULL
2017-10-20T11:08:41.000Z,"Anemia, sickle cell",NULL,C0002895
2017-10-20T11:08:54.000Z,"Anemia, sickle cell",C0002895,NULL
2017-10-20T11:08:56.000Z,"Anemia, sickle cell",NULL,NULL
2017-10-20T11:09:03.000Z,"Lung canc",NULL,NULL
2017-10-20T11:09:05.000Z,"Carcinoma of lung",C0684249,NULL
2017-10-20T11:09:07.000Z,"Carcinoma of lung",NULL,C0684249
2017-10-20T11:09:18.000Z,"Carcinoma of lung",C0684249,NULL
2017-10-20T11:09:20.000Z,"Carcinoma of lung",NULL,NULL
2017-10-20T11:09:28.000Z,DI,NULL,NULL
2017-10-20T11:09:31.000Z,DIP,NULL,NULL
2017-10-20T11:09:32.000Z,DIPG,NULL,NULL
2017-10-20T11:09:34.000Z,"Diffuse intrinsic pontine glioma",C2986658,NULL
2017-10-20T11:09:35.000Z,"Diffuse intrinsic pontine glioma",NULL,C2986658
2017-10-20T21:22:34.000Z,Par,NULL,NULL
2017-10-20T21:22:34.000Z,Parkinson's,NULL,NULL
2017-10-20T21:22:36.000Z,"Parkinson's disease",NULL,NULL
2017-10-20T21:22:36.000Z,P,NULL,NULL
2017-10-20T21:32:33.000Z,Par,NULL,NULL
2017-10-20T21:32:34.000Z,Parkinson's,NULL,NULL
2017-10-20T21:32:35.000Z,P,NULL,NULL
2017-10-20T21:32:38.000Z,Parkinson'sdisease,NULL,NULL
2017-10-20T21:32:43.000Z,"Parkinson's disease",NULL,NULL
2017-10-20T21:33:30.000Z,Par,NULL,NULL
2017-10-20T21:33:31.000Z,Parkinson's,NULL,NULL
2017-10-20T21:33:31.000Z,"Parkinson's d",NULL,NULL
2017-10-20T21:33:33.000Z,"Parkinson's disease",NULL,NULL
2017-10-20T21:38:01.000Z,Pa,NULL,NULL
2017-10-20T21:38:01.000Z,Parkinson's,NULL,NULL
2017-10-20T21:38:10.000Z,"Parkinson's D",NULL,NULL
2017-10-20T21:38:12.000Z,"Parkinson's Dis",NULL,NULL
2017-10-20T21:38:17.000Z,"Parkinson's Disease",NULL,NULL
2017-10-20T21:40:08.000Z,Pa,NULL,NULL
2017-10-20T21:40:09.000Z,Parkinson's,NULL,NULL
2017-10-20T21:40:13.000Z,"Parkinson's disease",NULL,NULL
2017-10-20T21:42:34.000Z,Parkinson's,NULL,NULL
2017-10-20T21:42:34.000Z,Pa,NULL,NULL
2017-10-20T21:42:35.000Z,"Parkinson's disease",NULL,NULL
2017-10-13T08:13:24.000Z,"Multiple myeloma",NULL,C0026764
2017-10-13T08:14:07.000Z,Lung,NULL,NULL
2017-10-13T08:14:11.000Z,"Lung co",NULL,NULL
2017-10-13T08:14:14.000Z,"Lung cancer",NULL,NULL
2017-10-13T08:14:36.000Z,"Carcinoma of lung",C0684249,NULL
2017-10-13T08:15:22.000Z,"Carcinoma of lung",NULL,C0684249
2017-10-13T08:30:53.000Z,Carci,NULL,NULL
2017-10-13T08:30:55.000Z,Carcinoma,NULL,NULL
2017-10-13T08:30:59.000Z,"Carcinoma of lung",C0684249,NULL
2017-10-13T08:31:14.000Z,"Carcinoma of lung",C0684249,NULL
2017-10-13T08:31:21.000Z,"Carcinoma of lung",NULL,NULL
2017-10-13T08:31:25.000Z,"Carcinoma of lung",C0684249,NULL
2017-10-13T08:31:26.000Z,"Carcinoma of lung",NULL,NULL
2017-10-13T08:31:34.000Z,Pneumo,NULL,NULL
2017-10-13T08:31:35.000Z,Pneumonia,NULL,NULL
2017-10-13T08:31:37.000Z,Pneumonia,NULL,NULL
2017-10-13T08:31:37.000Z,Pneumonia,C0032285,NULL
2017-10-13T08:32:31.000Z,Pneumonia,NULL,C0032285
2017-10-14T08:28:13.000Z,,NULL,NULL
2017-10-14T08:28:21.000Z,AB,NULL,NULL
2017-10-14T08:28:22.000Z,A,NULL,NULL
2017-10-14T08:28:22.000Z,AB.,NULL,NULL
2017-10-14T08:28:28.000Z,AB.,NULL,NULL
2017-10-14T09:45:06.000Z,Z,NULL,NULL
2017-10-14T09:45:07.000Z,"Zygodactyly 1",C1853294,NULL
2017-10-19T01:46:16.000Z,Hhhjyjhjh,NULL,NULL
2017-10-19T01:46:24.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhh,NULL,NULL
2017-10-19T01:46:25.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyy,NULL,NULL
2017-10-19T01:46:29.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yh,NULL,NULL
2017-10-19T01:46:31.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyy,NULL,NULL
2017-10-19T01:46:32.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjy,NULL,NULL
2017-10-19T01:46:34.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhh,NULL,NULL
2017-10-19T01:46:45.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhh,NULL,NULL
2017-10-19T01:46:49.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjh,NULL,NULL
2017-10-19T01:46:50.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyh,NULL,NULL
2017-10-19T01:46:51.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhy,NULL,NULL
2017-10-19T01:46:54.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyh,NULL,NULL
2017-10-19T01:46:56.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy,NULL,NULL
2017-10-19T01:47:00.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhh,NULL,NULL
2017-10-19T01:47:07.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjy,NULL,NULL
2017-10-19T01:47:09.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhh,NULL,NULL
2017-10-19T01:47:11.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjh,NULL,NULL
2017-10-19T01:47:13.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhh,NULL,NULL
2017-10-19T01:47:16.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhh,NULL,NULL
2017-10-19T01:47:17.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhh,NULL,NULL
2017-10-19T01:47:18.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhj,NULL,NULL
2017-10-19T01:47:19.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhh,NULL,NULL
2017-10-19T01:47:20.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyh,NULL,NULL
2017-10-19T01:47:23.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhh,NULL,NULL
2017-10-19T01:47:25.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh,NULL,NULL
2017-10-19T01:47:25.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5,NULL,NULL
2017-10-19T01:47:30.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhy,NULL,NULL
2017-10-19T01:47:35.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T01:47:36.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T01:47:38.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T01:47:41.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T01:47:44.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
2017-10-19T01:47:48.000Z,Hhhjyjhjhjjyjhjyyhhhhjhhhyjjjjjhjjjhyhhyyhhhjjh5hh65yhyyyjyhhh55hyhhjhjhhhhhhyyhhhhhy5y5jhhhjhhhhhhhhhhjhhjhjhjhjyhjhyhyhhhhhhjhyhyyhhy5hhhhhjhhhhhhhhhyjjhyhhjyyjjhjhyjhyjhjyhhhhyjhyhyhhhhjhhjyhhyhjjhhjjhhhhhhhjhhhhh5hhhjhyhhhhhhhjhhhyhhhyhhhyhyyhhjhhhhhy,NULL,NULL
